OrderID,ShipmentID,ShipDate,DeliveryDays,DeliveryDate,ShippingMode,ShippingCost,DeliveryStatus
36792,SH35792,2023-03-24,4,2023-03-28,Sea,381.99,On Time
36793,SH35793,2023-07-03,6,2023-07-09,Air,335.87,Delayed
36794,SH35794,2023-07-09,3,2023-07-12,Air,151.82,On Time
36795,SH35795,2023-02-15,7,2023-02-22,Road,220.71,Delayed
36796,SH35796,2023-11-10,4,2023-11-14,Road,78.36,On Time
36797,SH35797,2023-09-18,7,2023-09-25,Air,333.98,Delayed
36798,SH35798,2023-04-10,7,2023-04-17,Air,145.47,Delayed
36799,SH35799,2023-12-21,2,2023-12-23,Sea,269.49,On Time
36800,SH35800,2023-04-02,4,2023-04-06,Sea,262.71,On Time
36801,SH35801,2023-11-12,2,2023-11-14,Sea,206.33,On Time
36802,SH35802,2023-11-27,4,2023-12-01,Air,66.5,On Time
36803,SH35803,2023-05-23,3,2023-05-26,Sea,75.72,On Time
36804,SH35804,2023-11-06,7,2023-11-13,Sea,67.48,Delayed
36805,SH35805,2023-09-11,2,2023-09-13,Sea,194.24,On Time
36806,SH35806,2023-07-29,3,2023-08-01,Road,187.49,On Time
36807,SH35807,2023-06-29,4,2023-07-03,Air,219.79,On Time
36808,SH35808,2023-10-27,7,2023-11-03,Road,339.68,Delayed
36809,SH35809,2023-07-08,3,2023-07-11,Air,498.95,On Time
36810,SH35810,2023-11-23,6,2023-11-29,Air,240.68,Delayed
36811,SH35811,2023-04-22,5,2023-04-27,Sea,314.75,On Time
36812,SH35812,2023-08-09,4,2023-08-13,Air,234.8,On Time
36813,SH35813,2023-12-16,7,2023-12-23,Air,407.52,Delayed
36814,SH35814,2023-01-05,5,2023-01-10,Road,496.03,On Time
36815,SH35815,2023-02-12,4,2023-02-16,Air,196.75,On Time
36816,SH35816,2023-05-06,6,2023-05-12,Air,328.71,Delayed
36817,SH35817,2023-09-15,5,2023-09-20,Air,437.59,On Time
36818,SH35818,2023-07-13,2,2023-07-15,Air,183.03,On Time
36819,SH35819,2023-04-26,4,2023-04-30,Air,96.03,On Time
36820,SH35820,2023-03-13,6,2023-03-19,Sea,254.84,Delayed
36821,SH35821,2023-11-03,5,2023-11-08,Road,62.94,On Time
36822,SH35822,2023-12-04,7,2023-12-11,Sea,257.7,Delayed
36823,SH35823,2023-04-09,6,2023-04-15,Road,364.07,Delayed
36824,SH35824,2023-08-06,7,2023-08-13,Road,292.28,Delayed
36825,SH35825,2023-11-13,2,2023-11-15,Road,467.34,On Time
36826,SH35826,2023-08-14,4,2023-08-18,Road,305.85,On Time
36827,SH35827,2023-11-28,4,2023-12-02,Road,129.15,On Time
36828,SH35828,2023-11-17,6,2023-11-23,Road,191.33,Delayed
36829,SH35829,2023-10-09,7,2023-10-16,Air,474.91,Delayed
36830,SH35830,2023-12-01,5,2023-12-06,Sea,422.37,On Time
36831,SH35831,2023-05-11,5,2023-05-16,Road,148.87,On Time
36832,SH35832,2023-04-10,6,2023-04-16,Sea,449.13,Delayed
36833,SH35833,2023-09-29,4,2023-10-03,Road,358.13,On Time
36834,SH35834,2023-09-05,5,2023-09-10,Road,458.19,On Time
36835,SH35835,2023-07-06,4,2023-07-10,Air,308.25,On Time
36836,SH35836,2023-09-03,6,2023-09-09,Sea,409.52,Delayed
36837,SH35837,2023-02-08,2,2023-02-10,Air,423.89,On Time
36838,SH35838,2023-09-15,7,2023-09-22,Air,432.32,Delayed
36839,SH35839,2023-12-08,6,2023-12-14,Road,100.05,Delayed
36840,SH35840,2023-09-07,2,2023-09-09,Air,243.05,On Time
36841,SH35841,2023-05-15,2,2023-05-17,Air,424.32,On Time
36842,SH35842,2023-02-14,6,2023-02-20,Road,307.85,Delayed
36843,SH35843,2023-07-14,5,2023-07-19,Road,200.8,On Time
36844,SH35844,2023-02-28,3,2023-03-03,Air,66.9,On Time
36845,SH35845,2023-09-07,7,2023-09-14,Sea,398.49,Delayed
36846,SH35846,2023-04-15,4,2023-04-19,Sea,440.63,On Time
36847,SH35847,2023-02-15,7,2023-02-22,Road,458.29,Delayed
36848,SH35848,2023-03-03,2,2023-03-05,Air,177.59,On Time
36849,SH35849,2023-03-09,4,2023-03-13,Sea,188.53,On Time
36850,SH35850,2023-08-13,2,2023-08-15,Sea,157.14,On Time
36851,SH35851,2023-02-17,3,2023-02-20,Road,330.02,On Time
36852,SH35852,2023-08-27,4,2023-08-31,Road,227.07,On Time
36853,SH35853,2023-01-28,4,2023-02-01,Road,391.74,On Time
36854,SH35854,2023-11-04,2,2023-11-06,Road,71.53,On Time
36855,SH35855,2023-04-05,2,2023-04-07,Air,101.01,On Time
36856,SH35856,2023-04-21,6,2023-04-27,Sea,52.9,Delayed
36857,SH35857,2023-09-20,4,2023-09-24,Air,57.43,On Time
36858,SH35858,2023-09-12,4,2023-09-16,Air,224.52,On Time
36859,SH35859,2023-10-24,6,2023-10-30,Air,340.04,Delayed
36860,SH35860,2023-11-22,3,2023-11-25,Air,96.06,On Time
36861,SH35861,2023-02-11,4,2023-02-15,Air,306.74,On Time
36862,SH35862,2023-10-20,4,2023-10-24,Air,493.91,On Time
36863,SH35863,2023-09-12,6,2023-09-18,Road,429.29,Delayed
36864,SH35864,2023-04-09,6,2023-04-15,Sea,367.6,Delayed
36865,SH35865,2023-01-27,5,2023-02-01,Sea,230.73,On Time
36866,SH35866,2023-04-16,4,2023-04-20,Sea,372.45,On Time
36867,SH35867,2023-04-14,2,2023-04-16,Road,127.62,On Time
36868,SH35868,2023-03-17,5,2023-03-22,Sea,302.04,On Time
36869,SH35869,2023-03-28,4,2023-04-01,Sea,161.55,On Time
36870,SH35870,2023-08-03,5,2023-08-08,Road,234.24,On Time
36871,SH35871,2023-04-24,3,2023-04-27,Road,209.3,On Time
36872,SH35872,2023-11-10,5,2023-11-15,Road,462.42,On Time
36873,SH35873,2023-02-28,7,2023-03-07,Sea,181.31,Delayed
36874,SH35874,2023-04-12,7,2023-04-19,Sea,157.51,Delayed
36875,SH35875,2023-09-09,7,2023-09-16,Road,464.74,Delayed
36876,SH35876,2023-05-17,4,2023-05-21,Air,362.86,On Time
36877,SH35877,2023-05-23,6,2023-05-29,Air,231.15,Delayed
36878,SH35878,2023-03-27,3,2023-03-30,Air,350.14,On Time
36879,SH35879,2023-07-28,6,2023-08-03,Sea,126.17,Delayed
36880,SH35880,2023-08-19,3,2023-08-22,Sea,375.09,On Time
36881,SH35881,2023-12-24,5,2023-12-29,Road,384.8,On Time
36882,SH35882,2023-10-31,2,2023-11-02,Sea,348.48,On Time
36883,SH35883,2023-03-04,2,2023-03-06,Road,129.1,On Time
36884,SH35884,2023-08-07,4,2023-08-11,Road,83.01,On Time
36885,SH35885,2023-02-26,6,2023-03-04,Air,160.9,Delayed
36886,SH35886,2023-01-30,4,2023-02-03,Sea,324.52,On Time
36887,SH35887,2023-04-22,7,2023-04-29,Road,458.16,Delayed
36888,SH35888,2023-04-03,2,2023-04-05,Road,256.97,On Time
36889,SH35889,2023-05-24,7,2023-05-31,Road,370.25,Delayed
36890,SH35890,2023-04-13,3,2023-04-16,Road,389.56,On Time
36891,SH35891,2023-03-14,6,2023-03-20,Air,239.11,Delayed
36892,SH35892,2023-01-14,7,2023-01-21,Air,237.79,Delayed
36893,SH35893,2023-06-07,6,2023-06-13,Air,450.68,Delayed
36894,SH35894,2023-03-24,3,2023-03-27,Air,247.17,On Time
36895,SH35895,2023-04-12,3,2023-04-15,Air,136.37,On Time
36896,SH35896,2023-03-26,5,2023-03-31,Sea,383.8,On Time
36897,SH35897,2023-08-08,3,2023-08-11,Road,115.66,On Time
36898,SH35898,2023-08-27,3,2023-08-30,Road,281.87,On Time
36899,SH35899,2023-05-06,6,2023-05-12,Sea,211.09,Delayed
36900,SH35900,2023-07-21,3,2023-07-24,Sea,60.65,On Time
36901,SH35901,2023-01-03,3,2023-01-06,Road,426.93,On Time
36902,SH35902,2023-03-05,5,2023-03-10,Sea,252.59,On Time
36903,SH35903,2023-01-22,3,2023-01-25,Sea,190.11,On Time
36904,SH35904,2023-07-31,7,2023-08-07,Road,137.09,Delayed
36905,SH35905,2023-12-13,2,2023-12-15,Sea,353.4,On Time
36906,SH35906,2023-07-01,7,2023-07-08,Sea,331.89,Delayed
36907,SH35907,2023-03-04,4,2023-03-08,Road,122.63,On Time
36908,SH35908,2023-10-01,5,2023-10-06,Sea,399.11,On Time
36909,SH35909,2023-10-24,7,2023-10-31,Air,52.57,Delayed
36910,SH35910,2023-08-30,7,2023-09-06,Air,475.8,Delayed
36911,SH35911,2023-09-10,7,2023-09-17,Sea,108.22,Delayed
36912,SH35912,2023-01-11,2,2023-01-13,Road,154.3,On Time
36913,SH35913,2023-07-08,6,2023-07-14,Road,231.78,Delayed
36914,SH35914,2023-04-22,6,2023-04-28,Road,143.01,Delayed
36915,SH35915,2023-01-29,4,2023-02-02,Air,489.14,On Time
36916,SH35916,2023-03-03,2,2023-03-05,Sea,391.9,On Time
36917,SH35917,2023-02-28,4,2023-03-04,Sea,115.27,On Time
36918,SH35918,2023-10-29,7,2023-11-05,Sea,426.21,Delayed
36919,SH35919,2023-12-07,7,2023-12-14,Road,229.67,Delayed
36920,SH35920,2023-09-10,4,2023-09-14,Sea,458.39,On Time
36921,SH35921,2023-09-14,5,2023-09-19,Air,169.32,On Time
36922,SH35922,2023-05-27,3,2023-05-30,Sea,273.91,On Time
36923,SH35923,2023-03-21,6,2023-03-27,Road,459.16,Delayed
36924,SH35924,2023-12-08,3,2023-12-11,Road,69.47,On Time
36925,SH35925,2023-10-22,3,2023-10-25,Road,310.01,On Time
36926,SH35926,2023-10-15,3,2023-10-18,Road,121.7,On Time
36927,SH35927,2023-10-16,6,2023-10-22,Air,399.86,Delayed
36928,SH35928,2023-08-04,3,2023-08-07,Road,237.44,On Time
36929,SH35929,2023-01-21,4,2023-01-25,Sea,286.78,On Time
36930,SH35930,2023-12-25,3,2023-12-28,Air,272.34,On Time
36931,SH35931,2023-08-20,6,2023-08-26,Sea,155.39,Delayed
36932,SH35932,2023-03-06,4,2023-03-10,Sea,384.97,On Time
36933,SH35933,2023-02-06,7,2023-02-13,Air,391.54,Delayed
36934,SH35934,2023-07-31,7,2023-08-07,Air,301.41,Delayed
36935,SH35935,2023-06-22,4,2023-06-26,Road,94.14,On Time
36936,SH35936,2023-01-27,2,2023-01-29,Road,424.2,On Time
36937,SH35937,2023-09-22,6,2023-09-28,Sea,193.0,Delayed
36938,SH35938,2023-10-19,3,2023-10-22,Road,132.36,On Time
36939,SH35939,2023-06-14,6,2023-06-20,Air,117.29,Delayed
36940,SH35940,2023-03-05,3,2023-03-08,Road,287.51,On Time
36941,SH35941,2023-03-28,3,2023-03-31,Sea,478.22,On Time
36942,SH35942,2023-03-15,4,2023-03-19,Road,112.72,On Time
36943,SH35943,2023-03-03,5,2023-03-08,Sea,320.89,On Time
36944,SH35944,2023-11-18,3,2023-11-21,Road,418.02,On Time
36945,SH35945,2023-06-29,5,2023-07-04,Air,59.61,On Time
36946,SH35946,2023-02-23,4,2023-02-27,Sea,329.07,On Time
36947,SH35947,2023-05-26,3,2023-05-29,Air,291.76,On Time
36948,SH35948,2023-11-14,3,2023-11-17,Sea,172.51,On Time
36949,SH35949,2023-03-19,5,2023-03-24,Road,461.8,On Time
36950,SH35950,2023-05-01,5,2023-05-06,Road,103.42,On Time
36951,SH35951,2023-07-29,4,2023-08-02,Road,259.45,On Time
36952,SH35952,2023-07-03,7,2023-07-10,Road,297.28,Delayed
36953,SH35953,2023-05-20,3,2023-05-23,Road,216.03,On Time
36954,SH35954,2023-05-06,4,2023-05-10,Sea,444.34,On Time
36955,SH35955,2023-06-04,5,2023-06-09,Road,441.92,On Time
36956,SH35956,2023-01-20,7,2023-01-27,Road,493.43,Delayed
36957,SH35957,2023-03-07,2,2023-03-09,Road,91.01,On Time
36958,SH35958,2023-08-26,6,2023-09-01,Sea,56.19,Delayed
36959,SH35959,2023-03-22,5,2023-03-27,Road,499.71,On Time
36960,SH35960,2023-03-02,7,2023-03-09,Sea,371.83,Delayed
36961,SH35961,2023-09-10,4,2023-09-14,Sea,484.49,On Time
36962,SH35962,2023-11-11,6,2023-11-17,Road,252.41,Delayed
36963,SH35963,2023-03-04,5,2023-03-09,Road,134.87,On Time
36964,SH35964,2023-04-30,2,2023-05-02,Sea,441.11,On Time
36965,SH35965,2023-03-21,5,2023-03-26,Sea,233.79,On Time
36966,SH35966,2023-08-26,3,2023-08-29,Air,197.24,On Time
36967,SH35967,2023-11-24,3,2023-11-27,Road,155.84,On Time
36968,SH35968,2023-06-22,7,2023-06-29,Road,449.86,Delayed
36969,SH35969,2023-09-03,3,2023-09-06,Road,497.85,On Time
36970,SH35970,2023-07-29,3,2023-08-01,Sea,109.25,On Time
36971,SH35971,2023-12-12,2,2023-12-14,Road,362.23,On Time
36972,SH35972,2023-03-30,7,2023-04-06,Road,412.68,Delayed
36973,SH35973,2023-05-21,6,2023-05-27,Air,279.35,Delayed
36974,SH35974,2023-03-31,4,2023-04-04,Road,425.21,On Time
36975,SH35975,2023-05-14,5,2023-05-19,Sea,418.97,On Time
36976,SH35976,2023-02-10,5,2023-02-15,Road,371.69,On Time
36977,SH35977,2023-06-26,2,2023-06-28,Air,286.37,On Time
36978,SH35978,2023-03-22,2,2023-03-24,Road,252.15,On Time
36979,SH35979,2023-01-21,6,2023-01-27,Air,115.88,Delayed
36980,SH35980,2023-08-11,4,2023-08-15,Road,219.65,On Time
36981,SH35981,2023-12-05,2,2023-12-07,Sea,196.62,On Time
36982,SH35982,2023-10-03,6,2023-10-09,Road,126.35,Delayed
36983,SH35983,2023-07-09,6,2023-07-15,Air,123.34,Delayed
36984,SH35984,2023-06-05,6,2023-06-11,Road,449.36,Delayed
36985,SH35985,2023-05-24,2,2023-05-26,Sea,212.24,On Time
36986,SH35986,2023-09-10,6,2023-09-16,Air,167.61,Delayed
36987,SH35987,2023-08-01,4,2023-08-05,Sea,438.63,On Time
36988,SH35988,2023-05-30,2,2023-06-01,Road,142.3,On Time
36989,SH35989,2023-06-26,6,2023-07-02,Air,270.53,Delayed
36990,SH35990,2023-06-22,5,2023-06-27,Sea,306.16,On Time
36991,SH35991,2023-05-15,7,2023-05-22,Road,52.22,Delayed
36992,SH35992,2023-04-28,2,2023-04-30,Air,421.85,On Time
36993,SH35993,2023-12-25,4,2023-12-29,Sea,418.64,On Time
36994,SH35994,2023-07-23,6,2023-07-29,Sea,234.42,Delayed
36995,SH35995,2023-10-23,2,2023-10-25,Air,423.23,On Time
36996,SH35996,2023-05-27,5,2023-06-01,Road,304.17,On Time
36997,SH35997,2023-08-27,2,2023-08-29,Sea,423.04,On Time
36998,SH35998,2023-08-18,3,2023-08-21,Sea,105.64,On Time
36999,SH35999,2023-09-13,5,2023-09-18,Road,104.6,On Time
37000,SH36000,2023-10-20,4,2023-10-24,Road,408.37,On Time
37001,SH36001,2023-06-06,4,2023-06-10,Road,385.38,On Time
37002,SH36002,2023-12-07,3,2023-12-10,Sea,311.77,On Time
37003,SH36003,2023-12-18,7,2023-12-25,Road,253.25,Delayed
37004,SH36004,2023-09-02,3,2023-09-05,Air,310.75,On Time
37005,SH36005,2023-07-27,3,2023-07-30,Air,230.26,On Time
37006,SH36006,2023-09-13,3,2023-09-16,Sea,221.94,On Time
37007,SH36007,2023-09-16,6,2023-09-22,Air,439.34,Delayed
37008,SH36008,2023-03-15,6,2023-03-21,Road,469.85,Delayed
37009,SH36009,2023-02-06,4,2023-02-10,Sea,225.18,On Time
37010,SH36010,2023-05-10,2,2023-05-12,Sea,197.66,On Time
37011,SH36011,2023-07-09,3,2023-07-12,Road,427.54,On Time
37012,SH36012,2023-11-16,4,2023-11-20,Air,328.89,On Time
37013,SH36013,2023-04-07,3,2023-04-10,Road,411.6,On Time
37014,SH36014,2023-08-09,7,2023-08-16,Road,447.99,Delayed
37015,SH36015,2023-10-30,6,2023-11-05,Sea,202.53,Delayed
37016,SH36016,2023-05-07,6,2023-05-13,Sea,227.7,Delayed
37017,SH36017,2023-07-06,5,2023-07-11,Air,51.53,On Time
37018,SH36018,2023-02-07,5,2023-02-12,Air,478.81,On Time
37019,SH36019,2023-09-21,6,2023-09-27,Road,81.1,Delayed
37020,SH36020,2023-04-22,6,2023-04-28,Air,318.75,Delayed
37021,SH36021,2023-06-29,2,2023-07-01,Road,467.16,On Time
37022,SH36022,2023-05-23,3,2023-05-26,Road,336.59,On Time
37023,SH36023,2023-05-16,7,2023-05-23,Sea,459.53,Delayed
37024,SH36024,2023-05-31,2,2023-06-02,Sea,225.21,On Time
37025,SH36025,2023-10-16,7,2023-10-23,Air,473.63,Delayed
37026,SH36026,2023-09-17,4,2023-09-21,Sea,166.03,On Time
37027,SH36027,2023-02-10,2,2023-02-12,Road,350.63,On Time
37028,SH36028,2023-11-03,4,2023-11-07,Sea,345.62,On Time
37029,SH36029,2023-10-11,3,2023-10-14,Sea,72.33,On Time
37030,SH36030,2023-11-10,2,2023-11-12,Road,262.44,On Time
37031,SH36031,2023-01-15,2,2023-01-17,Road,87.74,On Time
37032,SH36032,2023-12-26,4,2023-12-30,Sea,368.62,On Time
37033,SH36033,2023-12-28,2,2023-12-30,Air,377.04,On Time
37034,SH36034,2023-10-10,7,2023-10-17,Air,490.12,Delayed
37035,SH36035,2023-02-23,6,2023-03-01,Sea,125.49,Delayed
37036,SH36036,2023-01-13,6,2023-01-19,Road,494.4,Delayed
37037,SH36037,2023-06-13,6,2023-06-19,Sea,340.97,Delayed
37038,SH36038,2023-07-04,2,2023-07-06,Sea,54.07,On Time
37039,SH36039,2023-07-06,3,2023-07-09,Air,277.77,On Time
37040,SH36040,2023-02-08,4,2023-02-12,Sea,130.52,On Time
37041,SH36041,2023-01-10,6,2023-01-16,Sea,255.01,Delayed
37042,SH36042,2023-01-29,6,2023-02-04,Air,432.74,Delayed
37043,SH36043,2023-11-09,2,2023-11-11,Air,351.57,On Time
37044,SH36044,2023-06-24,6,2023-06-30,Air,363.28,Delayed
37045,SH36045,2023-05-09,7,2023-05-16,Air,120.93,Delayed
37046,SH36046,2023-03-13,6,2023-03-19,Air,345.14,Delayed
37047,SH36047,2023-10-12,6,2023-10-18,Air,487.29,Delayed
37048,SH36048,2023-09-24,5,2023-09-29,Sea,138.23,On Time
37049,SH36049,2023-06-01,7,2023-06-08,Sea,440.8,Delayed
37050,SH36050,2023-05-30,4,2023-06-03,Air,436.11,On Time
37051,SH36051,2023-08-07,4,2023-08-11,Air,401.72,On Time
37052,SH36052,2023-05-08,6,2023-05-14,Air,203.58,Delayed
37053,SH36053,2023-01-04,7,2023-01-11,Sea,436.24,Delayed
37054,SH36054,2023-07-07,3,2023-07-10,Sea,335.1,On Time
37055,SH36055,2023-02-13,7,2023-02-20,Road,108.47,Delayed
37056,SH36056,2023-04-11,4,2023-04-15,Sea,93.74,On Time
37057,SH36057,2023-09-21,2,2023-09-23,Road,370.67,On Time
37058,SH36058,2023-07-11,7,2023-07-18,Road,448.42,Delayed
37059,SH36059,2023-02-12,7,2023-02-19,Road,108.93,Delayed
37060,SH36060,2023-04-09,7,2023-04-16,Road,389.82,Delayed
37061,SH36061,2023-09-18,3,2023-09-21,Road,400.01,On Time
37062,SH36062,2023-08-07,7,2023-08-14,Road,97.34,Delayed
37063,SH36063,2023-05-17,3,2023-05-20,Road,379.04,On Time
37064,SH36064,2023-12-08,7,2023-12-15,Road,51.79,Delayed
37065,SH36065,2023-05-27,7,2023-06-03,Sea,155.33,Delayed
37066,SH36066,2023-01-06,5,2023-01-11,Road,415.61,On Time
37067,SH36067,2023-05-18,7,2023-05-25,Road,267.4,Delayed
37068,SH36068,2023-01-09,6,2023-01-15,Road,86.47,Delayed
37069,SH36069,2023-02-08,7,2023-02-15,Road,162.58,Delayed
37070,SH36070,2023-11-08,7,2023-11-15,Road,54.75,Delayed
37071,SH36071,2023-03-10,5,2023-03-15,Sea,56.29,On Time
37072,SH36072,2023-11-22,6,2023-11-28,Air,292.61,Delayed
37073,SH36073,2023-01-06,7,2023-01-13,Sea,373.55,Delayed
37074,SH36074,2023-10-01,6,2023-10-07,Road,484.43,Delayed
37075,SH36075,2023-02-28,3,2023-03-03,Sea,362.49,On Time
37076,SH36076,2023-06-06,2,2023-06-08,Sea,186.74,On Time
37077,SH36077,2023-12-27,2,2023-12-29,Air,61.76,On Time
37078,SH36078,2023-04-25,3,2023-04-28,Air,443.04,On Time
37079,SH36079,2023-04-04,6,2023-04-10,Air,252.72,Delayed
37080,SH36080,2023-11-22,3,2023-11-25,Sea,78.36,On Time
37081,SH36081,2023-09-03,3,2023-09-06,Road,499.52,On Time
37082,SH36082,2023-10-13,3,2023-10-16,Air,306.11,On Time
37083,SH36083,2023-03-31,4,2023-04-04,Sea,327.24,On Time
37084,SH36084,2023-06-29,5,2023-07-04,Sea,473.14,On Time
37085,SH36085,2023-08-18,5,2023-08-23,Sea,355.41,On Time
37086,SH36086,2023-12-30,5,2024-01-04,Sea,492.64,On Time
37087,SH36087,2023-03-09,3,2023-03-12,Road,204.67,On Time
37088,SH36088,2023-05-03,4,2023-05-07,Air,254.96,On Time
37089,SH36089,2023-06-09,6,2023-06-15,Air,347.29,Delayed
37090,SH36090,2023-12-25,3,2023-12-28,Sea,400.9,On Time
37091,SH36091,2023-09-27,5,2023-10-02,Sea,104.33,On Time
37092,SH36092,2023-07-04,2,2023-07-06,Sea,252.7,On Time
37093,SH36093,2023-12-24,6,2023-12-30,Road,380.92,Delayed
37094,SH36094,2023-01-06,3,2023-01-09,Road,297.54,On Time
37095,SH36095,2023-05-02,2,2023-05-04,Road,212.73,On Time
37096,SH36096,2023-08-20,6,2023-08-26,Air,66.98,Delayed
37097,SH36097,2023-10-27,3,2023-10-30,Road,434.81,On Time
37098,SH36098,2023-08-09,7,2023-08-16,Air,240.87,Delayed
37099,SH36099,2023-07-03,7,2023-07-10,Road,165.38,Delayed
37100,SH36100,2023-10-07,3,2023-10-10,Sea,89.93,On Time
37101,SH36101,2023-09-16,4,2023-09-20,Air,222.36,On Time
37102,SH36102,2023-11-01,7,2023-11-08,Sea,421.22,Delayed
37103,SH36103,2023-02-13,2,2023-02-15,Sea,246.37,On Time
37104,SH36104,2023-12-25,7,2024-01-01,Road,310.64,Delayed
37105,SH36105,2023-01-19,2,2023-01-21,Road,346.47,On Time
37106,SH36106,2023-07-19,6,2023-07-25,Sea,110.89,Delayed
37107,SH36107,2023-06-28,3,2023-07-01,Road,364.23,On Time
37108,SH36108,2023-03-19,6,2023-03-25,Air,398.53,Delayed
37109,SH36109,2023-07-01,5,2023-07-06,Sea,234.3,On Time
37110,SH36110,2023-06-01,2,2023-06-03,Road,55.7,On Time
37111,SH36111,2023-03-24,5,2023-03-29,Road,92.69,On Time
37112,SH36112,2023-01-12,4,2023-01-16,Air,452.18,On Time
37113,SH36113,2023-10-08,6,2023-10-14,Air,337.48,Delayed
37114,SH36114,2023-08-02,3,2023-08-05,Air,203.89,On Time
37115,SH36115,2023-05-22,2,2023-05-24,Sea,215.28,On Time
37116,SH36116,2023-09-18,7,2023-09-25,Air,346.13,Delayed
37117,SH36117,2023-08-18,7,2023-08-25,Sea,97.49,Delayed
37118,SH36118,2023-12-04,7,2023-12-11,Air,420.79,Delayed
37119,SH36119,2023-01-06,5,2023-01-11,Road,449.9,On Time
37120,SH36120,2023-03-25,2,2023-03-27,Air,229.84,On Time
37121,SH36121,2023-01-08,3,2023-01-11,Road,277.87,On Time
37122,SH36122,2023-06-02,2,2023-06-04,Sea,61.36,On Time
37123,SH36123,2023-08-13,5,2023-08-18,Sea,370.07,On Time
37124,SH36124,2023-07-01,7,2023-07-08,Air,76.32,Delayed
37125,SH36125,2023-09-22,3,2023-09-25,Road,176.21,On Time
37126,SH36126,2023-09-24,7,2023-10-01,Road,56.32,Delayed
37127,SH36127,2023-06-18,5,2023-06-23,Road,255.07,On Time
37128,SH36128,2023-03-21,7,2023-03-28,Air,196.98,Delayed
37129,SH36129,2023-02-12,5,2023-02-17,Sea,272.81,On Time
37130,SH36130,2023-03-05,2,2023-03-07,Air,479.57,On Time
37131,SH36131,2023-10-06,5,2023-10-11,Air,205.9,On Time
37132,SH36132,2023-11-11,6,2023-11-17,Air,229.45,Delayed
37133,SH36133,2023-12-20,3,2023-12-23,Sea,496.94,On Time
37134,SH36134,2023-02-01,3,2023-02-04,Air,434.47,On Time
37135,SH36135,2023-01-06,2,2023-01-08,Air,369.21,On Time
37136,SH36136,2023-04-20,6,2023-04-26,Air,291.62,Delayed
37137,SH36137,2023-04-05,2,2023-04-07,Sea,345.51,On Time
37138,SH36138,2023-04-11,5,2023-04-16,Air,233.34,On Time
37139,SH36139,2023-07-12,2,2023-07-14,Road,350.02,On Time
37140,SH36140,2023-12-01,6,2023-12-07,Sea,209.37,Delayed
37141,SH36141,2023-08-02,6,2023-08-08,Sea,145.93,Delayed
37142,SH36142,2023-03-26,7,2023-04-02,Sea,213.95,Delayed
37143,SH36143,2023-07-27,7,2023-08-03,Sea,377.49,Delayed
37144,SH36144,2023-04-27,7,2023-05-04,Air,277.15,Delayed
37145,SH36145,2023-09-11,6,2023-09-17,Sea,463.9,Delayed
37146,SH36146,2023-03-03,2,2023-03-05,Road,364.64,On Time
37147,SH36147,2023-12-23,6,2023-12-29,Sea,496.6,Delayed
37148,SH36148,2023-09-11,4,2023-09-15,Road,385.33,On Time
37149,SH36149,2023-03-22,6,2023-03-28,Air,218.91,Delayed
37150,SH36150,2023-07-17,2,2023-07-19,Sea,360.08,On Time
37151,SH36151,2023-09-20,7,2023-09-27,Air,419.06,Delayed
37152,SH36152,2023-11-19,6,2023-11-25,Sea,287.5,Delayed
37153,SH36153,2023-11-30,3,2023-12-03,Sea,269.77,On Time
37154,SH36154,2023-10-25,5,2023-10-30,Air,337.77,On Time
37155,SH36155,2023-08-25,7,2023-09-01,Air,132.11,Delayed
37156,SH36156,2023-06-19,4,2023-06-23,Road,195.4,On Time
37157,SH36157,2023-01-08,2,2023-01-10,Sea,413.54,On Time
37158,SH36158,2023-01-24,7,2023-01-31,Sea,450.39,Delayed
37159,SH36159,2023-03-14,5,2023-03-19,Air,375.91,On Time
37160,SH36160,2023-04-17,3,2023-04-20,Air,446.42,On Time
37161,SH36161,2023-05-20,5,2023-05-25,Air,484.08,On Time
37162,SH36162,2023-01-31,5,2023-02-05,Air,316.34,On Time
37163,SH36163,2023-11-21,7,2023-11-28,Air,249.91,Delayed
37164,SH36164,2023-03-31,7,2023-04-07,Air,281.86,Delayed
37165,SH36165,2023-06-04,3,2023-06-07,Sea,340.81,On Time
37166,SH36166,2023-03-16,7,2023-03-23,Air,201.42,Delayed
37167,SH36167,2023-11-26,7,2023-12-03,Road,128.91,Delayed
37168,SH36168,2023-08-28,3,2023-08-31,Air,106.93,On Time
37169,SH36169,2023-11-20,6,2023-11-26,Sea,83.66,Delayed
37170,SH36170,2023-12-09,2,2023-12-11,Sea,423.34,On Time
37171,SH36171,2023-09-09,6,2023-09-15,Air,206.9,Delayed
37172,SH36172,2023-11-02,4,2023-11-06,Air,206.02,On Time
37173,SH36173,2023-01-10,5,2023-01-15,Road,154.69,On Time
37174,SH36174,2023-07-28,3,2023-07-31,Sea,380.66,On Time
37175,SH36175,2023-09-17,2,2023-09-19,Air,487.67,On Time
37176,SH36176,2023-10-12,5,2023-10-17,Air,447.29,On Time
37177,SH36177,2023-05-21,5,2023-05-26,Sea,199.09,On Time
37178,SH36178,2023-02-17,2,2023-02-19,Road,257.32,On Time
37179,SH36179,2023-05-08,5,2023-05-13,Sea,343.85,On Time
37180,SH36180,2023-01-22,7,2023-01-29,Air,56.71,Delayed
37181,SH36181,2023-06-21,3,2023-06-24,Road,401.82,On Time
